Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly) ,,NW,NE,SE,SW
 09/20  21:00:00,0,0,0,0,,0,0,0,0
 09/20  22:00:00,0,0,0,0,,0,0,0,0
 09/20  23:00:00,0,0,0,0,,0,0,0,0
 09/20  24:00:00,0,0,0,0,,0,0,0,0
 09/21  01:00:00,0,0,0,0,,0,0,0,0
 09/21  02:00:00,0,0,0,0,,0,0,0,0
 09/21  03:00:00,0,0,0,0,,0,0,0,0
 09/21  04:00:00,0,0,0,0,,0,0,0,0
 09/21  05:00:00,0,0,0,0,,0,0,0,0
 09/21  06:00:00,0,0,0,0,,0,0,0,0
 09/21  07:00:00,0,48.8535016,58.82302438,0,,0,0,1,0
 09/21  08:00:00,0,157.9373147,235.7855307,0,,0,1,1,0
 09/21  09:00:00,0,141.9052787,292.3663747,0,,0,1,1,0
 09/21  10:00:00,0,63.11365576,231.9391785,0,,0,1,1,0
 09/21  11:00:00,0,7.794232218,206.265782,6.61231426,,0,0,1,0
 09/21  12:00:00,0,0,127.3874659,37.17496752,,0,0,1,0
 09/21  13:00:00,0,0,33.80978217,70.68457851,,0,0,0,1
 09/21  14:00:00,0.595521888,0,9.705111762,128.86109,,0,0,0,1
 09/21  15:00:00,18.14634748,0,0,108.9876832,,0,0,0,1
 09/21  16:00:00,100.2826961,0,0,262.3570584,,1,0,0,1
 09/21  17:00:00,120.615681,0,0,203.0375085,,1,0,0,1
 09/21  18:00:00,40.42858942,0,0,51.38068416,,0,0,0,1
 09/21  19:00:00,0,0,0,0,,0,0,0,0
 09/21  20:00:00,0,0,0,0,,0,0,0,0
 09/21  21:00:00,0,0,0,0,,0,0,0,0
 09/21  22:00:00,0,0,0,0,,0,0,0,0
 09/21  23:00:00,0,0,0,0,,0,0,0,0
 09/21  24:00:00,0,0,0,0,,0,0,0,0
 09/22  01:00:00,0,0,0,0,,0,0,0,0
 09/22  02:00:00,0,0,0,0,,0,0,0,0
 09/22  03:00:00,0,0,0,0,,0,0,0,0
 09/22  04:00:00,0,0,0,0,,0,0,0,0
 09/22  05:00:00,0,0,0,0,,0,0,0,0
 09/22  06:00:00,0,0,0,0,,0,0,0,0
 09/22  07:00:00,0,10.75968926,13.06510895,0,,0,0,0,0
 09/22  08:00:00,0,42.49337523,63.59777201,0,,0,0,1,0
 09/22  09:00:00,0,40.17155611,82.50387463,0,,0,0,1,0
 09/22  10:00:00,0,16.4739596,62.09342716,0,,0,0,1,0
 09/22  11:00:00,0,2.801803026,77.56332428,2.519482032,,0,0,1,0
 09/22  12:00:00,0,0,54.03978665,17.1243423,,0,0,1,0
 09/22  13:00:00,0,0,29.76328752,64.0745221,,0,0,0,1
 09/22  14:00:00,0.601497024,0,7.308232448,103.9234523,,0,0,0,1
 09/22  15:00:00,17.65554167,0,0,119.8457715,,0,0,0,1
 09/22  16:00:00,15.30339463,0,0,42.99229957,,0,0,0,0
 09/22  17:00:00,14.78188228,0,0,24.94797051,,0,0,0,0
 09/22  18:00:00,1.889187381,0,0,2.541739364,,0,0,0,0
 09/22  19:00:00,0,0,0,0,,0,0,0,0
 09/22  20:00:00,0,0,0,0,,0,0,0,0
 09/22  21:00:00,0,0,0,0,,0,0,0,0
 09/22  22:00:00,0,0,0,0,,0,0,0,0
 09/22  23:00:00,0,0,0,0,,0,0,0,0
 09/22  24:00:00,0,0,0,0,,0,0,0,0
 09/23  01:00:00,0,0,0,0,,0,0,0,0
 09/23  02:00:00,0,0,0,0,,0,0,0,0
 09/23  03:00:00,0,0,0,0,,0,0,0,0
 09/23  04:00:00,0,0,0,0,,0,0,0,0
 09/23  05:00:00,0,0,0,0,,0,0,0,0
 09/23  06:00:00,0,0,0,0,,0,0,0,0
 09/23  07:00:00,0,34.33820614,41.81658412,0,,0,0,0,0
 09/23  08:00:00,0,125.8439303,186.3301963,0,,0,1,1,0
 09/23  09:00:00,0,68.37213674,138.3399743,0,,0,1,1,0
 09/23  10:00:00,0,21.56186708,85.33246833,0,,0,0,1,0
 09/23  11:00:00,0,5.719074246,158.9443243,4.921804375,,0,0,1,0
 09/23  12:00:00,0,0,85.85248999,26.21205732,,0,0,1,0
 09/23  13:00:00,0,0,39.94007013,86.51210732,,0,0,0,1
 09/23  14:00:00,0.876353281,0,10.94619778,155.5614192,,0,0,0,1
 09/23  15:00:00,32.44495445,0,0,202.6956327,,0,0,0,1
 09/23  16:00:00,106.2559881,0,0,282.0661838,,1,0,0,1
 09/23  17:00:00,103.5451238,0,0,175.2003117,,1,0,0,1
 09/23  18:00:00,27.43601416,0,0,35.14684616,,0,0,0,0
 09/23  19:00:00,0,0,0,0,,0,0,0,0
 09/23  20:00:00,0,0,0,0,,0,0,0,0
 09/23  21:00:00,0,0,0,0,,0,0,0,0
 09/23  22:00:00,0,0,0,0,,0,0,0,0
 09/23  23:00:00,0,0,0,0,,0,0,0,0
 09/23  24:00:00,0,0,0,0,,0,0,0,0
 09/24  01:00:00,0,0,0,0,,0,0,0,0
 09/24  02:00:00,0,0,0,0,,0,0,0,0
 09/24  03:00:00,0,0,0,0,,0,0,0,0
 09/24  04:00:00,0,0,0,0,,0,0,0,0
 09/24  05:00:00,0,0,0,0,,0,0,0,0
 09/24  06:00:00,0,0,0,0,,0,0,0,0
 09/24  07:00:00,0,66.04884865,78.75510561,0,,0,1,1,0
 09/24  08:00:00,0,164.1716955,244.5717165,0,,0,1,1,0
 09/24  09:00:00,0,140.9012131,290.4431861,0,,0,1,1,0
 09/24  10:00:00,0,63.34730235,230.8027089,0,,0,1,1,0
 09/24  11:00:00,0,6.881587716,180.1227332,5.840815325,,0,0,1,0
 09/24  12:00:00,0,0,128.8812885,39.87745694,,0,0,1,0
 09/24  13:00:00,0,0,58.48521401,125.5118621,,0,0,1,1
 09/24  14:00:00,0.859423729,0,15.09932303,194.0473524,,0,0,0,1
 09/24  15:00:00,15.10780541,0,0,104.8526448,,0,0,0,1
 09/24  16:00:00,37.55864578,0,0,99.83561574,,0,0,0,1
 09/24  17:00:00,44.76964853,0,0,74.7790438,,0,0,0,1
 09/24  18:00:00,31.84709748,0,0,39.70801465,,0,0,0,0
 09/24  19:00:00,0,0,0,0,,0,0,0,0
 09/24  20:00:00,0,0,0,0,,0,0,0,0
 09/24  21:00:00,0,0,0,0,,0,0,0,0
 09/24  22:00:00,0,0,0,0,,0,0,0,0
 09/24  23:00:00,0,0,0,0,,0,0,0,0
 09/24  24:00:00,0,0,0,0,,0,0,0,0
 09/25  01:00:00,0,0,0,0,,0,0,0,0
 09/25  02:00:00,0,0,0,0,,0,0,0,0
 09/25  03:00:00,0,0,0,0,,0,0,0,0
 09/25  04:00:00,0,0,0,0,,0,0,0,0
 09/25  05:00:00,0,0,0,0,,0,0,0,0
 09/25  06:00:00,0,0,0,0,,0,0,0,0
 09/25  07:00:00,0,17.49255137,20.66389573,0,,0,0,0,0
 09/25  08:00:00,0,40.90250274,61.99032612,0,,0,0,1,0
 09/25  09:00:00,0,59.63761826,123.0115021,0,,0,1,1,0
 09/25  10:00:00,0,22.56082434,81.56110549,0,,0,0,1,0
 09/25  11:00:00,0,2.406994248,59.43863197,1.738517636,,0,0,1,0
 09/25  12:00:00,0,0,26.61414128,7.266316661,,0,0,0,0
 09/25  13:00:00,0,0,2.089622996,3.070827618,,0,0,0,0
 09/25  14:00:00,1.49E-02,0,0.219701599,2.972646019,,0,0,0,0
 09/25  15:00:00,0.475577074,0,0,2.961174493,,0,0,0,0
 09/25  16:00:00,6.466109484,0,0,15.12601451,,0,0,0,0
 09/25  17:00:00,35.57811368,0,0,58.51476415,,0,0,0,1
 09/25  18:00:00,26.98800316,0,0,33.62621145,,0,0,0,0
 09/25  19:00:00,0,0,0,0,,0,0,0,0
 09/25  20:00:00,0,0,0,0,,0,0,0,0
 09/25  21:00:00,0,0,0,0,,0,0,0,0
 09/25  22:00:00,0,0,0,0,,0,0,0,0
 09/25  23:00:00,0,0,0,0,,0,0,0,0
 09/25  24:00:00,0,0,0,0,,0,0,0,0
 09/26  01:00:00,0,0,0,0,,0,0,0,0
 09/26  02:00:00,0,0,0,0,,0,0,0,0
 09/26  03:00:00,0,0,0,0,,0,0,0,0
 09/26  04:00:00,0,0,0,0,,0,0,0,0
 09/26  05:00:00,0,0,0,0,,0,0,0,0
 09/26  06:00:00,0,0,0,0,,0,0,0,0
 09/26  07:00:00,0,73.84686663,88.8542047,0,,0,1,1,0
 09/26  08:00:00,0,229.0264886,341.1764946,0,,0,1,1,0
 09/26  09:00:00,0,185.7684005,381.4647518,0,,0,1,1,0
 09/26  10:00:00,0,73.79229711,268.9566797,0,,0,1,1,0
 09/26  11:00:00,0,8.468764187,208.6832519,5.997471151,,0,0,1,0
 09/26  12:00:00,0,0,91.97240954,26.12438244,,0,0,1,0
 09/26  13:00:00,0,0,19.88749864,38.86510984,,0,0,0,0
 09/26  14:00:00,0.514857552,0,3.6928894,64.05367703,,0,0,0,1
 09/26  15:00:00,26.11056969,0,0,163.7951034,,0,0,0,1
 09/26  16:00:00,71.1026708,0,0,185.8597207,,1,0,0,1
 09/26  17:00:00,132.5701728,0,0,220.6809513,,1,0,0,1
 09/26  18:00:00,68.94192868,0,0,86.60909435,,1,0,0,1
 09/26  19:00:00,0,0,0,0,,0,0,0,0
 09/26  20:00:00,0,0,0,0,,0,0,0,0
 09/26  21:00:00,0,0,0,0,,0,0,0,0
 09/26  22:00:00,0,0,0,0,,0,0,0,0
 09/26  23:00:00,0,0,0,0,,0,0,0,0
 09/26  24:00:00,0,0,0,0,,0,0,0,0
 09/27  01:00:00,0,0,0,0,,0,0,0,0
 09/27  02:00:00,0,0,0,0,,0,0,0,0
 09/27  03:00:00,0,0,0,0,,0,0,0,0
 09/27  04:00:00,0,0,0,0,,0,0,0,0
 09/27  05:00:00,0,0,0,0,,0,0,0,0
 09/27  06:00:00,0,0,0,0,,0,0,0,0
 09/27  07:00:00,0,13.79461906,16.94621034,0,,0,0,0,0
 09/27  08:00:00,0,92.60738365,141.7117403,0,,0,1,1,0
 09/27  09:00:00,0,169.3132837,352.5946426,0,,0,1,1,0
 09/27  10:00:00,0,90.21239792,329.1476941,0,,0,1,1,0
 09/27  11:00:00,0,9.568101952,235.9800276,7.013994556,,0,0,1,0
 09/27  12:00:00,0,0,119.9608868,34.30940678,,0,0,1,0
 09/27  13:00:00,0,0,23.97251771,44.71205441,,0,0,0,0
 09/27  14:00:00,9.36E-02,0,2.611082934,28.03027051,,0,0,0,0
 09/27  15:00:00,0.689985007,0,0,5.85837186,,0,0,0,0
 09/27  16:00:00,1.160914258,0,0,3.144197844,,0,0,0,0
 09/27  17:00:00,0.651797617,0,0,1.097012322,,0,0,0,0
 09/27  18:00:00,0.936527486,0,0,1.156137621,,0,0,0,0
 09/27  19:00:00,0,0,0,0,,0,0,0,0
 09/27  20:00:00,0,0,0,0,,0,0,0,0
 09/27  21:00:00,0,0,0,0,,0,0,0,0
 09/27  22:00:00,0,0,0,0,,0,0,0,0
 09/27  23:00:00,0,0,0,0,,0,0,0,0
 09/27  24:00:00,0,0,0,0,,0,0,0,0
 09/28  01:00:00,0,0,0,0,,0,0,0,0
 09/28  02:00:00,0,0,0,0,,0,0,0,0
 09/28  03:00:00,0,0,0,0,,0,0,0,0
 09/28  04:00:00,0,0,0,0,,0,0,0,0
 09/28  05:00:00,0,0,0,0,,0,0,0,0
 09/28  06:00:00,0,0,0,0,,0,0,0,0
 09/28  07:00:00,0,44.63546175,53.82466361,0,,0,0,1,0
 09/28  08:00:00,0,151.5912658,226.6276806,0,,0,1,1,0
 09/28  09:00:00,0,143.7314129,296.4511754,0,,0,1,1,0
 09/28  10:00:00,0,60.18394768,214.0369594,0,,0,1,1,0
 09/28  11:00:00,0,4.398714893,92.38319301,2.266392556,,0,0,1,0
 09/28  12:00:00,0,0,36.4549551,11.72983533,,0,0,0,0
 09/28  13:00:00,0,0,23.26869021,47.71657531,,0,0,0,0
 09/28  14:00:00,0.514857552,0,2.838438701,53.31057364,,0,0,0,1
 09/28  15:00:00,32.23682252,0,0,198.3042743,,0,0,0,1
 09/28  16:00:00,82.6582924,0,0,221.9498578,,1,0,0,1
 09/28  17:00:00,68.32612798,0,0,115.5794444,,1,0,0,1
 09/28  18:00:00,31.98432616,0,0,40.17547272,,0,0,0,0
 09/28  19:00:00,0,0,0,0,,0,0,0,0
 09/28  20:00:00,0,0,0,0,,0,0,0,0
 09/28  21:00:00,0,0,0,0,,0,0,0,0
 09/28  22:00:00,0,0,0,0,,0,0,0,0
 09/28  23:00:00,0,0,0,0,,0,0,0,0
 09/28  24:00:00,0,0,0,0,,0,0,0,0
 09/29  01:00:00,0,0,0,0,,0,0,0,0
 09/29  02:00:00,0,0,0,0,,0,0,0,0
 09/29  03:00:00,0,0,0,0,,0,0,0,0
 09/29  04:00:00,0,0,0,0,,0,0,0,0
 09/29  05:00:00,0,0,0,0,,0,0,0,0
 09/29  06:00:00,0,0,0,0,,0,0,0,0
 09/29  07:00:00,0,31.24664501,36.9796989,0,,0,0,0,0
 09/29  08:00:00,0,66.27365549,99.2834236,0,,0,1,1,0
 09/29  09:00:00,0,83.3001023,175.427824,0,,0,1,1,0
 09/29  10:00:00,0,65.39857339,241.2838178,0,,0,1,1,0
 09/29  11:00:00,0,7.267700912,180.795703,5.458858973,,0,0,1,0
 09/29  12:00:00,0,0,102.9639956,30.85043465,,0,0,1,0
 09/29  13:00:00,0,0,35.56110913,71.91100006,,0,0,0,1
 09/29  14:00:00,0.305727792,0,5.758980769,69.88784751,,0,0,0,1
 09/29  15:00:00,5.225605589,0,0,38.35601256,,0,0,0,0
 09/29  16:00:00,1.172952323,0,0,4.017186716,,0,0,0,0
 09/29  17:00:00,0,0,0,0,,0,0,0,0
 09/29  18:00:00,0,0,0,0,,0,0,0,0
 09/29  19:00:00,0,0,0,0,,0,0,0,0
 09/29  20:00:00,0,0,0,0,,0,0,0,0
 09/29  21:00:00,0,0,0,0,,0,0,0,0
 09/29  22:00:00,0,0,0,0,,0,0,0,0
 09/29  23:00:00,0,0,0,0,,0,0,0,0
 09/29  24:00:00,0,0,0,0,,0,0,0,0
 09/30  01:00:00,0,0,0,0,,0,0,0,0
 09/30  02:00:00,0,0,0,0,,0,0,0,0
 09/30  03:00:00,0,0,0,0,,0,0,0,0
 09/30  04:00:00,0,0,0,0,,0,0,0,0
 09/30  05:00:00,0,0,0,0,,0,0,0,0
 09/30  06:00:00,0,0,0,0,,0,0,0,0
 09/30  07:00:00,0,66.02390786,78.81614405,0,,0,1,1,0
 09/30  08:00:00,0,169.7833375,252.995267,0,,0,1,1,0
 09/30  09:00:00,0,139.184903,284.7347556,0,,0,1,1,0
 09/30  10:00:00,0,43.20779257,153.6273623,0,,0,0,1,0
 09/30  11:00:00,0,3.833240185,119.8112056,4.954736162,,0,0,1,0
 09/30  12:00:00,0,0,148.1716362,46.22259541,,0,0,1,0
 09/30  13:00:00,0,0,63.51956951,135.9327746,,0,0,1,1
 09/30  14:00:00,1.522663825,0,17.21153813,253.0335121,,0,0,0,1
 09/30  15:00:00,54.5301229,0,0,351.0145587,,1,0,0,1
 09/30  16:00:00,122.4163324,0,0,328.4974483,,1,0,0,1
 09/30  17:00:00,111.7427267,0,0,189.6680987,,1,0,0,1
 09/30  18:00:00,14.47570371,0,0,19.3719364,,0,0,0,0
 09/30  19:00:00,0,0,0,0,,0,0,0,0
 09/30  20:00:00,0,0,0,0,,0,0,0,0
 09/30  21:00:00,0,0,0,0,,0,0,0,0
 09/30  22:00:00,0,0,0,0,,0,0,0,0
 09/30  23:00:00,0,0,0,0,,0,0,0,0
 09/30  24:00:00,0,0,0,0,,0,0,0,0
 10/01  01:00:00,0,0,0,0,,0,0,0,0
 10/01  02:00:00,0,0,0,0,,0,0,0,0
 10/01  03:00:00,0,0,0,0,,0,0,0,0
 10/01  04:00:00,0,0,0,0,,0,0,0,0
 10/01  05:00:00,0,0,0,0,,0,0,0,0
 10/01  06:00:00,0,0,0,0,,0,0,0,0
 10/01  07:00:00,0,0,0,0,,0,0,0,0
 10/01  08:00:00,0,0,0,0,,0,0,0,0
 10/01  09:00:00,0,0,0,0,,0,0,0,0
 10/01  10:00:00,0,0,0,0,,0,0,0,0
 10/01  11:00:00,0,0,0,0,,0,0,0,0
 10/01  12:00:00,0,0,0,0,,0,0,0,0
 10/01  13:00:00,0,0,0,0,,0,0,0,0
 10/01  14:00:00,0,0,0,0,,0,0,0,0
 10/01  15:00:00,0,0,0,0,,0,0,0,0
 10/01  16:00:00,0,0,0,0,,0,0,0,0
 10/01  17:00:00,0,0,0,0,,0,0,0,0
 10/01  18:00:00,0,0,0,0,,0,0,0,0
 10/01  19:00:00,0,0,0,0,,0,0,0,0
 10/01  20:00:00,0,0,0,0,,0,0,0,0
 10/01  21:00:00,0,0,0,0,,0,0,0,0
 10/01  22:00:00,0,0,0,0,,0,0,0,0
 10/01  23:00:00,0,0,0,0,,0,0,0,0
 10/01  24:00:00,0,0,0,0,,0,0,0,0
 10/02  01:00:00,0,0,0,0,,0,0,0,0
 10/02  02:00:00,0,0,0,0,,0,0,0,0
 10/02  03:00:00,0,0,0,0,,0,0,0,0
 10/02  04:00:00,0,0,0,0,,0,0,0,0
 10/02  05:00:00,0,0,0,0,,0,0,0,0
 10/02  06:00:00,0,0,0,0,,0,0,0,0
 10/02  07:00:00,0,6.715713634,8.005548032,0,,0,0,0,0
 10/02  08:00:00,0,13.14999581,19.16194414,0,,0,0,0,0
 10/02  09:00:00,0,1.086141731,1.959381342,0,,0,0,0,0
 10/02  10:00:00,0,0,0,0,,0,0,0,0
 10/02  11:00:00,0,0,0,0,,0,0,0,0
 10/02  12:00:00,0,0,6.000575622,2.937838325,,0,0,0,0
 10/02  13:00:00,0,0,19.07448764,48.46497438,,0,0,0,0
 10/02  14:00:00,1.007806273,0,11.08464438,169.0865663,,0,0,0,1
 10/02  15:00:00,33.30751862,0,0,215.5329561,,0,0,0,1
 10/02  16:00:00,76.20285352,0,0,204.4443941,,1,0,0,1
 10/02  17:00:00,75.35845076,0,0,126.3925406,,1,0,0,1
 10/02  18:00:00,50.9807267,0,0,63.60396473,,1,0,0,1
 10/02  19:00:00,0,0,0,0,,0,0,0,0
 10/02  20:00:00,0,0,0,0,,0,0,0,0
 10/02  21:00:00,0,0,0,0,,0,0,0,0
 10/02  22:00:00,0,0,0,0,,0,0,0,0
 10/02  23:00:00,0,0,0,0,,0,0,0,0
 10/02  24:00:00,0,0,0,0,,0,0,0,0
 10/03  01:00:00,0,0,0,0,,0,0,0,0
 10/03  02:00:00,0,0,0,0,,0,0,0,0
 10/03  03:00:00,0,0,0,0,,0,0,0,0
 10/03  04:00:00,0,0,0,0,,0,0,0,0
 10/03  05:00:00,0,0,0,0,,0,0,0,0
 10/03  06:00:00,0,0,0,0,,0,0,0,0
 10/03  07:00:00,0,74.1451135,88.85388129,0,,0,1,1,0
 10/03  08:00:00,0,189.8793499,280.4016986,0,,0,1,1,0
 10/03  09:00:00,0,98.65408862,201.0636258,0,,0,1,1,0
 10/03  10:00:00,0,43.22470349,166.1651284,0,,0,0,1,0
 10/03  11:00:00,0,8.520721668,240.4739879,7.919149387,,0,0,1,0
 10/03  12:00:00,0,0,145.2719765,41.49881508,,0,0,1,0
 10/03  13:00:00,0,0,29.76594888,61.95693206,,0,0,0,1
 10/03  14:00:00,1.009797985,0,10.31082564,160.1518288,,0,0,0,1
 10/03  15:00:00,31.26310633,0,0,211.434345,,0,0,0,1
 10/03  16:00:00,41.72556472,0,0,108.0667055,,0,0,0,1
 10/03  17:00:00,133.9936243,0,0,222.3827207,,1,0,0,1
 10/03  18:00:00,48.79560721,0,0,62.06644976,,0,0,0,1
 10/03  19:00:00,0,0,0,0,,0,0,0,0
 10/03  20:00:00,0,0,0,0,,0,0,0,0
 10/03  21:00:00,0,0,0,0,,0,0,0,0
 10/03  22:00:00,0,0,0,0,,0,0,0,0
 10/03  23:00:00,0,0,0,0,,0,0,0,0
 10/03  24:00:00,0,0,0,0,,0,0,0,0
 10/04  01:00:00,0,0,0,0,,0,0,0,0
 10/04  02:00:00,0,0,0,0,,0,0,0,0
 10/04  03:00:00,0,0,0,0,,0,0,0,0
 10/04  04:00:00,0,0,0,0,,0,0,0,0
 10/04  05:00:00,0,0,0,0,,0,0,0,0
 10/04  06:00:00,0,0,0,0,,0,0,0,0
 10/04  07:00:00,0,18.41846124,22.04581673,0,,0,0,0,0
 10/04  08:00:00,0,40.31984553,58.78461288,0,,0,0,1,0
 10/04  09:00:00,0,10.27320832,22.37924037,0,,0,0,0,0
 10/04  10:00:00,0,26.76102771,108.6240353,0,,0,0,1,0
 10/04  11:00:00,0,6.88005729,164.0375409,3.822003211,,0,0,1,0
 10/04  12:00:00,0,0,14.42279673,3.057279355,,0,0,0,0
 10/04  13:00:00,0,0,11.27654757,35.50774254,,0,0,0,0
 10/04  14:00:00,1.165151521,0,13.81162783,208.8822458,,0,0,0,1
 10/04  15:00:00,25.4744366,0,0,180.9497905,,0,0,0,1
 10/04  16:00:00,10.47616395,0,0,30.42977679,,0,0,0,0
 10/04  17:00:00,44.64921021,0,0,71.50075167,,0,0,0,1
 10/04  18:00:00,90.21747015,0,0,111.3554688,,1,0,0,1
 10/04  19:00:00,0,0,0,0,,0,0,0,0
 10/04  20:00:00,0,0,0,0,,0,0,0,0
 10/04  21:00:00,0,0,0,0,,0,0,0,0
 10/04  22:00:00,0,0,0,0,,0,0,0,0
 10/04  23:00:00,0,0,0,0,,0,0,0,0
 10/04  24:00:00,0,0,0,0,,0,0,0,0
 10/05  01:00:00,0,0,0,0,,0,0,0,0
 10/05  02:00:00,0,0,0,0,,0,0,0,0
 10/05  03:00:00,0,0,0,0,,0,0,0,0
 10/05  04:00:00,0,0,0,0,,0,0,0,0
 10/05  05:00:00,0,0,0,0,,0,0,0,0
 10/05  06:00:00,0,0,0,0,,0,0,0,0
 10/05  07:00:00,0,59.29156704,70.85128831,0,,0,1,1,0
 10/05  08:00:00,0,168.5042667,252.5770017,0,,0,1,1,0
 10/05  09:00:00,0,186.7749615,387.8732798,0,,0,1,1,0
 10/05  10:00:00,0,98.40885794,356.0473609,0,,0,1,1,0
 10/05  11:00:00,0,9.0055691,219.2041086,6.664125019,,0,0,1,0
 10/05  12:00:00,0,0,135.7803458,41.28650864,,0,0,1,0
 10/05  13:00:00,0,0,54.89762202,117.1672811,,0,0,1,1
 10/05  14:00:00,0.973947169,0,14.34115599,193.6174854,,0,0,0,1
 10/05  15:00:00,30.54422602,0,0,191.2935522,,0,0,0,1
 10/05  16:00:00,122.7294703,0,0,320.8381515,,1,0,0,1
 10/05  17:00:00,182.5198663,0,0,304.7380772,,1,0,0,1
 10/05  18:00:00,101.1183038,0,0,126.8007018,,1,0,0,1
 10/05  19:00:00,0,0,0,0,,0,0,0,0
 10/05  20:00:00,0,0,0,0,,0,0,0,0
 10/05  21:00:00,0,0,0,0,,0,0,0,0
 10/05  22:00:00,0,0,0,0,,0,0,0,0
 10/05  23:00:00,0,0,0,0,,0,0,0,0
 10/05  24:00:00,0,0,0,0,,0,0,0,0
 10/06  01:00:00,0,0,0,0,,0,0,0,0
 10/06  02:00:00,0,0,0,0,,0,0,0,0
 10/06  03:00:00,0,0,0,0,,0,0,0,0
 10/06  04:00:00,0,0,0,0,,0,0,0,0
 10/06  05:00:00,0,0,0,0,,0,0,0,0
 10/06  06:00:00,0,0,0,0,,0,0,0,0
 10/06  07:00:00,0,108.4770912,129.2265357,0,,0,1,1,0
 10/06  08:00:00,0,254.9439455,378.8078591,0,,0,1,1,0
 10/06  09:00:00,0,199.7199928,412.1466222,0,,0,1,1,0
 10/06  10:00:00,0,91.21560709,324.2749969,0,,0,1,1,0
 10/06  11:00:00,0,6.166891309,160.6830974,5.921086801,,0,0,1,0
 10/06  12:00:00,0,0,162.6477557,49.34787091,,0,0,1,0
 10/06  13:00:00,0,0,51.45554609,103.757524,,0,0,1,1
 10/06  14:00:00,0.933117073,0,9.679745105,143.5862401,,0,0,0,1
 10/06  15:00:00,43.51837031,0,0,268.5878998,,0,0,0,1
 10/06  16:00:00,147.3477991,0,0,386.5703594,,1,0,0,1
 10/06  17:00:00,220.2352542,0,0,367.8194021,,1,0,0,1
 10/06  18:00:00,114.8017212,0,0,144.171768,,1,0,0,1
 10/06  19:00:00,0,0,0,0,,0,0,0,0
 10/06  20:00:00,0,0,0,0,,0,0,0,0
 10/06  21:00:00,0,0,0,0,,0,0,0,0
 10/06  22:00:00,0,0,0,0,,0,0,0,0
 10/06  23:00:00,0,0,0,0,,0,0,0,0
 10/06  24:00:00,0,0,0,0,,0,0,0,0
 10/07  01:00:00,0,0,0,0,,0,0,0,0
 10/07  02:00:00,0,0,0,0,,0,0,0,0
 10/07  03:00:00,0,0,0,0,,0,0,0,0
 10/07  04:00:00,0,0,0,0,,0,0,0,0
 10/07  05:00:00,0,0,0,0,,0,0,0,0
 10/07  06:00:00,0,0,0,0,,0,0,0,0
 10/07  07:00:00,0,39.33407499,47.46488969,0,,0,0,0,0
 10/07  08:00:00,0,127.7586237,190.0649555,0,,0,1,1,0
 10/07  09:00:00,0,112.7940088,236.316577,0,,0,1,1,0
 10/07  10:00:00,0,83.52653881,306.7656108,0,,0,1,1,0
 10/07  11:00:00,0,8.709100962,201.7688895,5.431162816,,0,0,1,0
 10/07  12:00:00,0,0,85.91832866,26.334663,,0,0,1,0
 10/07  13:00:00,0,0,45.18943688,100.5085734,,0,0,0,1
 10/07  14:00:00,0.956021761,0,14.33823808,194.4099053,,0,0,0,1
 10/07  15:00:00,27.73624474,0,0,174.2693026,,0,0,0,1
 10/07  16:00:00,111.0453255,0,0,292.0943357,,1,0,0,1
 10/07  17:00:00,130.3637532,0,0,219.5410751,,1,0,0,1
 10/07  18:00:00,38.43547253,0,0,49.48223219,,0,0,0,0
 10/07  19:00:00,0,0,0,0,,0,0,0,0
 10/07  20:00:00,0,0,0,0,,0,0,0,0
 10/07  21:00:00,0,0,0,0,,0,0,0,0
 10/07  22:00:00,0,0,0,0,,0,0,0,0
 10/07  23:00:00,0,0,0,0,,0,0,0,0
 10/07  24:00:00,0,0,0,0,,0,0,0,0
 10/08  01:00:00,0,0,0,0,,0,0,0,0
 10/08  02:00:00,0,0,0,0,,0,0,0,0
 10/08  03:00:00,0,0,0,0,,0,0,0,0
 10/08  04:00:00,0,0,0,0,,0,0,0,0
 10/08  05:00:00,0,0,0,0,,0,0,0,0
 10/08  06:00:00,0,0,0,0,,0,0,0,0
 10/08  07:00:00,0,8.084616247,13.09540358,0,,0,0,0,0
 10/08  08:00:00,0,47.8033327,100.1261206,0,,0,0,1,0
 10/08  09:00:00,0,70.02821102,214.9931441,0,,0,1,1,0
 10/08  10:00:00,0,12.07738805,96.08565605,0,,0,0,1,0
 10/08  11:00:00,0,0,88.05265491,12.14117731,,0,0,1,0
 10/08  12:00:00,0,0,121.0146483,60.06437533,,0,0,1,1
 10/08  13:00:00,0,0,60.84739447,115.3716954,,0,0,1,1
 10/08  14:00:00,0,0,25.25431923,184.8635093,,0,0,0,1
 10/08  15:00:00,16.44462941,0,0.177455972,200.6737409,,0,0,0,1
 10/08  16:00:00,54.65357566,0,0,203.7575259,,1,0,0,1
 10/08  17:00:00,42.466516,0,0,94.58672174,,0,0,0,1
