"If incident beam > 100, viewglass no",,,,,,,,
Date/Time,AHU1 WIN NW OFFICE 1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU2 WIN NE BREAK ROOM:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SE OFFICE 2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),AHU3 WIN SW OFFICE:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),,,,
 10/14  09:00:00,0,103.1076485,322.6129491,0,0,1,1,0
 10/14  10:00:00,0,36.73709123,305.3581571,0,0,0,1,0
 10/14  11:00:00,0,0,180.3292268,22.19211734,0,0,1,0
 10/14  12:00:00,0,0,157.2822116,76.14554525,0,0,1,1
 10/14  13:00:00,0,0,67.76097336,130.1638545,0,0,1,1
 10/14  14:00:00,0,0,34.53575539,258.7861891,0,0,0,1
 10/14  15:00:00,19.90661039,0,0.270644252,272.7409545,0,0,0,1
 10/14  16:00:00,19.0860622,0,0,76.3503724,0,0,0,1
 10/14  17:00:00,20.48793289,0,0,44.50806668,0,0,0,0
 10/14  18:00:00,9.31923946,0,0,15.14112934,0,0,0,0
 10/14  19:00:00,0,0,0,0,0,0,0,0
 10/14  20:00:00,0,0,0,0,0,0,0,0
 10/14  21:00:00,0,0,0,0,0,0,0,0
 10/14  22:00:00,0,0,0,0,0,0,0,0
 10/14  23:00:00,0,0,0,0,0,0,0,0
 10/14  24:00:00,0,0,0,0,0,0,0,0
 10/15  01:00:00,0,0,0,0,0,0,0,0
 10/15  02:00:00,0,0,0,0,0,0,0,0
 10/15  03:00:00,0,0,0,0,0,0,0,0
 10/15  04:00:00,0,0,0,0,0,0,0,0
 10/15  05:00:00,0,0,0,0,0,0,0,0
 10/15  06:00:00,0,0,0,0,0,0,0,0
 10/15  07:00:00,0,0,0,0,0,0,0,0
 10/15  08:00:00,0,3.99019099,8.931521557,0,0,0,0,0
 10/15  09:00:00,0,15.65485497,50.10002869,0,0,0,1,0
 10/15  10:00:00,0,8.983335118,104.866435,0,0,0,1,0
 10/15  11:00:00,0,0,240.0024905,31.12229892,0,0,1,0
 10/15  12:00:00,0,0,206.7412929,101.8392819,0,0,1,1
 10/15  13:00:00,0,0,105.5680657,194.8224421,0,0,1,1
 10/15  14:00:00,0,0,31.00874574,229.817007,0,0,0,1
 10/15  15:00:00,27.46116686,0,0.26570607,330.7459017,0,0,0,1
 10/15  16:00:00,83.36627974,0,0,310.5751179,1,0,0,1
 10/15  17:00:00,79.07033807,0,0,174.4238465,1,0,0,1
 10/15  18:00:00,21.07929673,0,0,34.6474598,0,0,0,0
 10/15  19:00:00,0,0,0,0,0,0,0,0
 10/15  20:00:00,0,0,0,0,0,0,0,0
 10/15  21:00:00,0,0,0,0,0,0,0,0
 10/15  22:00:00,0,0,0,0,0,0,0,0
 10/15  23:00:00,0,0,0,0,0,0,0,0
 10/15  24:00:00,0,0,0,0,0,0,0,0
 10/16  01:00:00,0,0,0,0,0,0,0,0
 10/16  02:00:00,0,0,0,0,0,0,0,0
 10/16  03:00:00,0,0,0,0,0,0,0,0
 10/16  04:00:00,0,0,0,0,0,0,0,0
 10/16  05:00:00,0,0,0,0,0,0,0,0
 10/16  06:00:00,0,0,0,0,0,0,0,0
 10/16  07:00:00,0,30.32986787,48.84642241,0,0,0,0,0
 10/16  08:00:00,0,115.2246993,235.13387,0,0,1,1,0
 10/16  09:00:00,0,108.8262404,343.898209,0,0,1,1,0
 10/16  10:00:00,0,46.6354842,383.936123,0,0,0,1,0
 10/16  11:00:00,0,0,165.916857,18.96321179,0,0,1,0
 10/16  12:00:00,0,0,103.0490739,47.79411217,0,0,1,0
 10/16  13:00:00,0,0,29.22637762,59.2156639,0,0,0,1
 10/16  14:00:00,0,0,25.31566534,190.4032734,0,0,0,1
 10/16  15:00:00,20.89799037,0,0.18382782,233.6574036,0,0,0,1
 10/16  16:00:00,95.62085637,0,0,357.4190962,1,0,0,1
 10/16  17:00:00,40.81373511,0,0,91.99425138,0,0,0,1
 10/16  18:00:00,31.67354005,0,0,50.84611427,0,0,0,1
 10/16  19:00:00,0,0,0,0,0,0,0,0
 10/16  20:00:00,0,0,0,0,0,0,0,0
 10/16  21:00:00,0,0,0,0,0,0,0,0
 10/16  22:00:00,0,0,0,0,0,0,0,0
 10/16  23:00:00,0,0,0,0,0,0,0,0
 10/16  24:00:00,0,0,0,0,0,0,0,0
 10/17  01:00:00,0,0,0,0,0,0,0,0
 10/17  02:00:00,0,0,0,0,0,0,0,0
 10/17  03:00:00,0,0,0,0,0,0,0,0
 10/17  04:00:00,0,0,0,0,0,0,0,0
 10/17  05:00:00,0,0,0,0,0,0,0,0
 10/17  06:00:00,0,0,0,0,0,0,0,0
 10/17  07:00:00,0,51.61972796,82.4397412,0,0,1,1,0
 10/17  08:00:00,0,161.4289557,329.9865058,0,0,1,1,0
 10/17  09:00:00,0,154.6699219,482.9003745,0,0,1,1,0
 10/17  10:00:00,0,51.6938462,427.3986391,0,0,1,1,0
 10/17  11:00:00,0,0,253.1379854,31.3949164,0,0,1,0
 10/17  12:00:00,0,0,237.5954508,116.9632912,0,0,1,1
 10/17  13:00:00,0,0,115.6697278,216.4274893,0,0,1,1
 10/17  14:00:00,0,0,41.94069439,308.4670055,0,0,0,1
 10/17  15:00:00,29.23479236,0,0.317636633,362.5907881,0,0,0,1
 10/17  16:00:00,97.80747434,0,0,354.6704359,1,0,0,1
 10/17  17:00:00,184.9529322,0,0,401.0029891,1,0,0,1
 10/17  18:00:00,71.18429742,0,0,116.1452338,1,0,0,1
 10/17  19:00:00,0,0,0,0,0,0,0,0
 10/17  20:00:00,0,0,0,0,0,0,0,0
 10/17  21:00:00,0,0,0,0,0,0,0,0
 10/17  22:00:00,0,0,0,0,0,0,0,0
 10/17  23:00:00,0,0,0,0,0,0,0,0
 10/17  24:00:00,0,0,0,0,0,0,0,0
 10/18  01:00:00,0,0,0,0,0,0,0,0
 10/18  02:00:00,0,0,0,0,0,0,0,0
 10/18  03:00:00,0,0,0,0,0,0,0,0
 10/18  04:00:00,0,0,0,0,0,0,0,0
 10/18  05:00:00,0,0,0,0,0,0,0,0
 10/18  06:00:00,0,0,0,0,0,0,0,0
 10/18  07:00:00,0,0,0,0,0,0,0,0
 10/18  08:00:00,0,5.782885493,12.94423414,0,0,0,0,0
 10/18  09:00:00,0,24.58627913,79.78083202,0,0,0,1,0
 10/18  10:00:00,0,14.25559348,124.1850337,0,0,0,1,0
 10/18  11:00:00,0,0,109.4234462,14.80643524,0,0,1,0
 10/18  12:00:00,0,0,153.870903,78.54034543,0,0,1,1
 10/18  13:00:00,0,0,103.3831234,199.1349921,0,0,1,1
 10/18  14:00:00,0,0,44.92479606,331.0100133,0,0,0,1
 10/18  15:00:00,30.54531955,0,0.330539625,375.5724086,0,0,0,1
 10/18  16:00:00,93.43947969,0,0,349.4799798,1,0,0,1
 10/18  17:00:00,76.11693543,0,0,167.9753351,1,0,0,1
 10/18  18:00:00,31.36250994,0,0,50.94824707,0,0,0,1
 10/18  19:00:00,0,0,0,0,0,0,0,0
 10/18  20:00:00,0,0,0,0,0,0,0,0
 10/18  21:00:00,0,0,0,0,0,0,0,0
 10/18  22:00:00,0,0,0,0,0,0,0,0
 10/18  23:00:00,0,0,0,0,0,0,0,0
 10/18  24:00:00,0,0,0,0,0,0,0,0
 10/19  01:00:00,0,0,0,0,0,0,0,0
 10/19  02:00:00,0,0,0,0,0,0,0,0
 10/19  03:00:00,0,0,0,0,0,0,0,0
 10/19  04:00:00,0,0,0,0,0,0,0,0
 10/19  05:00:00,0,0,0,0,0,0,0,0
 10/19  06:00:00,0,0,0,0,0,0,0,0
 10/19  07:00:00,0,27.48565303,44.07860889,0,0,0,0,0
 10/19  08:00:00,0,108.6199902,224.4879655,0,0,1,1,0
 10/19  09:00:00,0,133.5500965,416.3962529,0,0,1,1,0
 10/19  10:00:00,0,41.47761338,357.5640153,0,0,0,1,0
 10/19  11:00:00,0,0,293.7839346,35.64872383,0,0,1,0
 10/19  12:00:00,0,0,202.5897532,99.45559376,0,0,1,1
 10/19  13:00:00,0,0,109.8265164,207.0195481,0,0,1,1
 10/19  14:00:00,0,0,40.4868015,299.9982193,0,0,0,1
 10/19  15:00:00,29.75584608,0,0.323052704,371.422835,0,0,0,1
 10/19  16:00:00,78.33528877,0,0,292.7272416,1,0,0,1
 10/19  17:00:00,83.12187161,0,0,182.2107104,1,0,0,1
 10/19  18:00:00,30.35567132,0,0,49.50510652,0,0,0,0
 10/19  19:00:00,0,0,0,0,0,0,0,0
 10/19  20:00:00,0,0,0,0,0,0,0,0
 10/19  21:00:00,0,0,0,0,0,0,0,0
 10/19  22:00:00,0,0,0,0,0,0,0,0
 10/19  23:00:00,0,0,0,0,0,0,0,0
 10/19  24:00:00,0,0,0,0,0,0,0,0
 10/20  01:00:00,0,0,0,0,0,0,0,0
 10/20  02:00:00,0,0,0,0,0,0,0,0
 10/20  03:00:00,0,0,0,0,0,0,0,0
 10/20  04:00:00,0,0,0,0,0,0,0,0
 10/20  05:00:00,0,0,0,0,0,0,0,0
 10/20  06:00:00,0,0,0,0,0,0,0,0
 10/20  07:00:00,0,73.91094942,117.9315384,0,0,1,1,0
 10/20  08:00:00,0,200.6194819,405.331991,0,0,1,1,0
 10/20  09:00:00,0,131.6645055,411.102037,0,0,1,1,0
 10/20  10:00:00,0,51.05648493,446.7542155,0,0,1,1,0
 10/20  11:00:00,0,0,313.1287258,34.32354328,0,0,1,0
 10/20  12:00:00,0,0,68.97324171,31.96360608,0,0,1,0
 10/20  13:00:00,0,0,53.79604034,108.5479864,0,0,1,1
 10/20  14:00:00,0,0,29.6516417,207.7217817,0,0,0,1
 10/20  15:00:00,13.80270901,0,0.130782184,146.1806976,0,0,0,1
 10/20  16:00:00,111.8593695,0,0,401.5780342,1,0,0,1
 10/20  17:00:00,173.3201683,0,0,376.9952702,1,0,0,1
 10/20  18:00:00,73.02222532,0,0,118.8225826,1,0,0,1
 10/20  19:00:00,0,0,0,0,0,0,0,0
 10/20  20:00:00,0,0,0,0,0,0,0,0
 10/20  21:00:00,0,0,0,0,0,0,0,0
 10/20  22:00:00,0,0,0,0,0,0,0,0
 10/20  23:00:00,0,0,0,0,0,0,0,0
 10/20  24:00:00,0,0,0,0,0,0,0,0
 10/21  01:00:00,0,0,0,0,0,0,0,0
 10/21  02:00:00,0,0,0,0,0,0,0,0
 10/21  03:00:00,0,0,0,0,0,0,0,0
 10/21  04:00:00,0,0,0,0,0,0,0,0
 10/21  05:00:00,0,0,0,0,0,0,0,0
 10/21  06:00:00,0,0,0,0,0,0,0,0
 10/21  07:00:00,0,23.59197801,38.06460983,0,0,0,0,0
 10/21  08:00:00,0,103.4383893,213.0686046,0,0,1,1,0
 10/21  09:00:00,0,115.7724046,360.3448467,0,0,1,1,0
 10/21  10:00:00,0,35.74745358,315.7126549,0,0,0,1,0
 10/21  11:00:00,0,0,279.5627637,32.55471653,0,0,1,0
 10/21  12:00:00,0,0,128.2665221,63.30179805,0,0,1,1
 10/21  13:00:00,0,0,88.3412429,167.7223966,0,0,1,1
 10/21  14:00:00,0,0,31.34137864,234.1584406,0,0,0,1
 10/21  15:00:00,28.47159563,0,0.269688475,339.0540359,0,0,0,1
 10/21  16:00:00,94.70189602,0,0,351.2421508,1,0,0,1
 10/21  17:00:00,93.84763343,0,0,207.0336031,1,0,0,1
 10/21  18:00:00,21.89739917,0,0,36.16030433,0,0,0,0
 10/21  19:00:00,0,0,0,0,0,0,0,0
 10/21  20:00:00,0,0,0,0,0,0,0,0
 10/21  21:00:00,0,0,0,0,0,0,0,0
 10/21  22:00:00,0,0,0,0,0,0,0,0
 10/21  23:00:00,0,0,0,0,0,0,0,0
 10/21  24:00:00,0,0,0,0,0,0,0,0
 10/22  01:00:00,0,0,0,0,0,0,0,0
 10/22  02:00:00,0,0,0,0,0,0,0,0
 10/22  03:00:00,0,0,0,0,0,0,0,0
 10/22  04:00:00,0,0,0,0,0,0,0,0
 10/22  05:00:00,0,0,0,0,0,0,0,0
 10/22  06:00:00,0,0,0,0,0,0,0,0
 10/22  07:00:00,0,20.19817546,32.7376612,0,0,0,0,0
 10/22  08:00:00,0,90.2425725,184.5966733,0,0,1,1,0
 10/22  09:00:00,0,88.52725173,278.7420646,0,0,1,1,0
 10/22  10:00:00,0,36.00449888,309.901413,0,0,0,1,0
 10/22  11:00:00,0,0,224.7841138,27.3196865,0,0,1,0
 10/22  12:00:00,0,0,145.4108828,65.65862974,0,0,1,1
 10/22  13:00:00,0,0,15.36776535,26.05240296,0,0,0,0
 10/22  14:00:00,0,0,11.59269043,94.8585822,0,0,0,1
 10/22  15:00:00,17.36719056,0,0.134286701,193.8289707,0,0,0,1
 10/22  16:00:00,74.52480184,0,0,274.5055425,1,0,0,1
 10/22  17:00:00,71.89680936,0,0,159.0915612,1,0,0,1
 10/22  18:00:00,12.74331851,0,0,21.2702288,0,0,0,0
 10/22  19:00:00,0,0,0,0,0,0,0,0
 10/22  20:00:00,0,0,0,0,0,0,0,0
 10/22  21:00:00,0,0,0,0,0,0,0,0
 10/22  22:00:00,0,0,0,0,0,0,0,0
 10/22  23:00:00,0,0,0,0,0,0,0,0
 10/22  24:00:00,0,0,0,0,0,0,0,0
 10/23  01:00:00,0,0,0,0,0,0,0,0
 10/23  02:00:00,0,0,0,0,0,0,0,0
 10/23  03:00:00,0,0,0,0,0,0,0,0
 10/23  04:00:00,0,0,0,0,0,0,0,0
 10/23  05:00:00,0,0,0,0,0,0,0,0
 10/23  06:00:00,0,0,0,0,0,0,0,0
 10/23  07:00:00,0,70.38936971,112.3343474,0,0,1,1,0
 10/23  08:00:00,0,203.7800382,414.256838,0,0,1,1,0
 10/23  09:00:00,0,157.8950896,487.5371494,0,0,1,1,0
 10/23  10:00:00,0,42.8144007,353.3928171,0,0,0,1,0
 10/23  11:00:00,0,0,211.8825998,24.81336582,0,0,1,0
 10/23  12:00:00,0,0,123.4201811,58.87533492,0,0,1,1
 10/23  13:00:00,0,0,51.78886001,97.49157909,0,0,1,1
 10/23  14:00:00,0,0,21.90080618,166.6640781,0,0,0,1
 10/23  15:00:00,18.05202003,0,0.197527294,228.5910993,0,0,0,1
 10/23  16:00:00,46.12093559,0,0,168.2047789,0,0,0,1
 10/23  17:00:00,97.45006589,0,0,210.3170664,1,0,0,1
 10/23  18:00:00,46.1912432,0,0,75.04642102,0,0,0,1
 10/23  19:00:00,0,0,0,0,0,0,0,0
 10/23  20:00:00,0,0,0,0,0,0,0,0
 10/23  21:00:00,0,0,0,0,0,0,0,0
 10/23  22:00:00,0,0,0,0,0,0,0,0
 10/23  23:00:00,0,0,0,0,0,0,0,0
 10/23  24:00:00,0,0,0,0,0,0,0,0
 10/24  01:00:00,0,0,0,0,0,0,0,0
 10/24  02:00:00,0,0,0,0,0,0,0,0
 10/24  03:00:00,0,0,0,0,0,0,0,0
 10/24  04:00:00,0,0,0,0,0,0,0,0
 10/24  05:00:00,0,0,0,0,0,0,0,0
 10/24  06:00:00,0,0,0,0,0,0,0,0
 10/24  07:00:00,0,31.42103993,50.61952871,0,0,0,1,0
 10/24  08:00:00,0,125.2003516,256.4748631,0,0,1,1,0
 10/24  09:00:00,0,114.8136445,352.3635981,0,0,1,1,0
 10/24  10:00:00,0,24.18958,203.1731147,0,0,0,1,0
 10/24  11:00:00,0,0,192.5252045,24.872135,0,0,1,0
 10/24  12:00:00,0,0,186.5637984,91.40566838,0,0,1,1
 10/24  13:00:00,0,0,86.89661569,162.3116933,0,0,1,1
 10/24  14:00:00,0,0,32.41260065,244.1490383,0,0,0,1
 10/24  15:00:00,29.64565595,0,0.283865837,354.4531317,0,0,0,1
 10/24  16:00:00,94.40672028,0,0,351.8986258,1,0,0,1
 10/24  17:00:00,80.65430905,0,0,178.7359784,1,0,0,1
 10/24  18:00:00,17.73855112,0,0,29.32184032,0,0,0,0
 10/24  19:00:00,0,0,0,0,0,0,0,0
 10/24  20:00:00,0,0,0,0,0,0,0,0
 10/24  21:00:00,0,0,0,0,0,0,0,0
 10/24  22:00:00,0,0,0,0,0,0,0,0
 10/24  23:00:00,0,0,0,0,0,0,0,0
 10/24  24:00:00,0,0,0,0,0,0,0,0
 10/25  01:00:00,0,0,0,0,0,0,0,0
 10/25  02:00:00,0,0,0,0,0,0,0,0
 10/25  03:00:00,0,0,0,0,0,0,0,0
 10/25  04:00:00,0,0,0,0,0,0,0,0
 10/25  05:00:00,0,0,0,0,0,0,0,0
 10/25  06:00:00,0,0,0,0,0,0,0,0
 10/25  07:00:00,0,83.18616817,132.5442176,0,0,1,1,0
 10/25  08:00:00,0,228.1610511,463.4895723,0,0,1,1,0
 10/25  09:00:00,0,177.4021745,550.0515155,0,0,1,1,0
 10/25  10:00:00,0,54.48777742,465.0835288,0,0,1,1,0
 10/25  11:00:00,0,0,349.4166618,42.07518571,0,0,1,0
 10/25  12:00:00,0,0,235.0354653,114.7628367,0,0,1,1
 10/25  13:00:00,0,0,119.7847304,224.1262546,0,0,1,1
 10/25  14:00:00,0,0,41.96260009,312.7598091,0,0,0,1
 10/25  15:00:00,36.31580412,0,0.352203909,435.2085757,0,0,0,1
 10/25  16:00:00,127.9305624,0,0,468.2688537,1,0,0,1
 10/25  17:00:00,184.26204,0,0,402.292474,1,0,0,1
 10/25  18:00:00,56.04163506,0,0,91.93373862,1,0,0,1
 10/25  19:00:00,0,0,0,0,0,0,0,0
 10/25  20:00:00,0,0,0,0,0,0,0,0
 10/25  21:00:00,0,0,0,0,0,0,0,0
 10/25  22:00:00,0,0,0,0,0,0,0,0
 10/25  23:00:00,0,0,0,0,0,0,0,0
 10/25  24:00:00,0,0,0,0,0,0,0,0
 10/26  01:00:00,0,0,0,0,0,0,0,0
 10/26  02:00:00,0,0,0,0,0,0,0,0
 10/26  03:00:00,0,0,0,0,0,0,0,0
 10/26  04:00:00,0,0,0,0,0,0,0,0
 10/26  05:00:00,0,0,0,0,0,0,0,0
 10/26  06:00:00,0,0,0,0,0,0,0,0
 10/26  07:00:00,0,39.62006818,63.98432689,0,0,0,1,0
 10/26  08:00:00,0,161.6740629,330.2448855,0,0,1,1,0
 10/26  09:00:00,0,138.5124771,426.786972,0,0,1,1,0
 10/26  10:00:00,0,33.04414883,256.022918,0,0,0,1,0
 10/26  11:00:00,0,0,103.1627699,13.48076047,0,0,1,0
 10/26  12:00:00,0,0,143.0257064,69.93328542,0,0,1,1
 10/26  13:00:00,0,0,52.04182685,92.31327955,0,0,1,1
 10/26  14:00:00,0,0,10.89199185,75.13910765,0,0,0,1
 10/26  15:00:00,8.114033784,0,6.32E-02,86.94535874,0,0,0,1
 10/26  16:00:00,45.91334294,0,0,168.3758916,0,0,0,1
 10/26  17:00:00,43.35667879,0,0,95.53820876,0,0,0,1
 10/26  18:00:00,15.74794856,0,0,25.66283272,0,0,0,0
 10/26  19:00:00,0,0,0,0,0,0,0,0
 10/26  20:00:00,0,0,0,0,0,0,0,0
 10/26  21:00:00,0,0,0,0,0,0,0,0
 10/26  22:00:00,0,0,0,0,0,0,0,0
 10/26  23:00:00,0,0,0,0,0,0,0,0
 10/26  24:00:00,0,0,0,0,0,0,0,0
 10/27  01:00:00,0,0,0,0,0,0,0,0
 10/27  02:00:00,0,0,0,0,0,0,0,0
 10/27  03:00:00,0,0,0,0,0,0,0,0
 10/27  04:00:00,0,0,0,0,0,0,0,0
 10/27  05:00:00,0,0,0,0,0,0,0,0
 10/27  06:00:00,0,0,0,0,0,0,0,0
 10/27  07:00:00,0,28.75218849,46.38711341,0,0,0,0,0
 10/27  08:00:00,0,112.1688733,228.6068464,0,0,1,1,0
 10/27  09:00:00,0,91.23366597,281.972116,0,0,1,1,0
 10/27  10:00:00,0,24.52843407,194.0552625,0,0,0,1,0
 10/27  11:00:00,0,0,59.94964404,5.788042561,0,0,1,0
 10/27  12:00:00,0,0,3.888031688,1.128200077,0,0,0,0
 10/27  13:00:00,0,0,0,0,0,0,0,0
 10/27  14:00:00,0,0,0,0,0,0,0,0
 10/27  15:00:00,0,0,0,0,0,0,0,0
 10/27  16:00:00,2.052363402,0,0,6.181922916,0,0,0,0
 10/27  17:00:00,13.81970212,0,0,29.84283199,0,0,0,0
 10/27  18:00:00,2.568407015,0,0,4.311711555,0,0,0,0
 10/27  19:00:00,0,0,0,0,0,0,0,0
 10/27  20:00:00,0,0,0,0,0,0,0,0
 10/27  21:00:00,0,0,0,0,0,0,0,0
 10/27  22:00:00,0,0,0,0,0,0,0,0
 10/27  23:00:00,0,0,0,0,0,0,0,0
 10/27  24:00:00,0,0,0,0,0,0,0,0
 10/28  01:00:00,0,0,0,0,0,0,0,0
 10/28  02:00:00,0,0,0,0,0,0,0,0
 10/28  03:00:00,0,0,0,0,0,0,0,0
 10/28  04:00:00,0,0,0,0,0,0,0,0
 10/28  05:00:00,0,0,0,0,0,0,0,0
 10/28  06:00:00,0,0,0,0,0,0,0,0
 10/28  07:00:00,0,23.28036148,48.66310747,0,0,0,0,0
 10/28  08:00:00,0,95.87105578,265.3048477,0,0,1,1,0
 10/28  09:00:00,0,87.4471396,424.2130031,0,0,1,1,0
 10/28  10:00:00,0,11.89710365,371.2788344,8.280961244,0,0,1,0
 10/28  11:00:00,0,0,293.4080354,58.24878057,0,0,1,1
 10/28  12:00:00,0,0,75.96191689,47.63895376,0,0,1,0
 10/28  13:00:00,0,0,121.8384108,209.3377743,0,0,1,1
 10/28  14:00:00,0,0,65.24908799,297.7262271,0,0,1,1
 10/28  15:00:00,4.88550062,0,4.771510926,183.311543,0,0,0,1
 10/28  16:00:00,38.67770629,0,0,212.2083648,0,0,0,1
 10/28  17:00:00,27.8599903,0,0,82.32898244,0,0,0,1
 10/28  18:00:00,6.606787698,0,0,13.93493733,0,0,0,0
 10/28  19:00:00,0,0,0,0,0,0,0,0
 10/28  20:00:00,0,0,0,0,0,0,0,0
 10/28  21:00:00,0,0,0,0,0,0,0,0
 10/28  22:00:00,0,0,0,0,0,0,0,0
 10/28  23:00:00,0,0,0,0,0,0,0,0
 10/28  24:00:00,0,0,0,0,0,0,0,0
 10/29  01:00:00,0,0,0,0,0,0,0,0
 10/29  02:00:00,0,0,0,0,0,0,0,0
 10/29  03:00:00,0,0,0,0,0,0,0,0
 10/29  04:00:00,0,0,0,0,0,0,0,0
 10/29  05:00:00,0,0,0,0,0,0,0,0
 10/29  06:00:00,0,0,0,0,0,0,0,0
 10/29  07:00:00,0,10.47934109,21.96852294,0,0,0,0,0
 10/29  08:00:00,0,49.9857814,138.8754225,0,0,0,1,0
 10/29  09:00:00,0,48.65090835,235.9340882,0,0,0,1,0
 10/29  10:00:00,0,6.490261368,193.3871881,4.026479854,0,0,1,0
 10/29  11:00:00,0,0,163.0349178,35.37493177,0,0,1,0
 10/29  12:00:00,0,0,179.0031754,110.6965809,0,0,1,1
 10/29  13:00:00,0,0,134.9042168,222.6447589,0,0,1,1
 10/29  14:00:00,0,0,54.48445898,254.4314242,0,0,1,1
 10/29  15:00:00,7.306706915,0,6.462228753,280.7352518,0,0,0,1
 10/29  16:00:00,43.09550054,0,0,238.525759,0,0,0,1
 10/29  17:00:00,38.56281504,0,0,113.1994632,0,0,0,1
 10/29  18:00:00,5.807400669,0,0,12.44996769,0,0,0,0
 10/29  19:00:00,0,0,0,0,0,0,0,0
 10/29  20:00:00,0,0,0,0,0,0,0,0
 10/29  21:00:00,0,0,0,0,0,0,0,0
 10/29  22:00:00,0,0,0,0,0,0,0,0
 10/29  23:00:00,0,0,0,0,0,0,0,0
 10/29  24:00:00,0,0,0,0,0,0,0,0
 10/30  01:00:00,0,0,0,0,0,0,0,0
 10/30  02:00:00,0,0,0,0,0,0,0,0
 10/30  03:00:00,0,0,0,0,0,0,0,0
 10/30  04:00:00,0,0,0,0,0,0,0,0
 10/30  05:00:00,0,0,0,0,0,0,0,0
 10/30  06:00:00,0,0,0,0,0,0,0,0
 10/30  07:00:00,0,2.900609148,6.046944175,0,0,0,0,0
 10/30  08:00:00,0,23.50007222,69.0526845,0,0,0,1,0
 10/30  09:00:00,0,54.41797748,274.0079921,0,0,1,1,0
 10/30  10:00:00,0,10.77823972,340.1856116,7.243812289,0,0,1,0
 10/30  11:00:00,0,0,221.4610335,43.54777774,0,0,1,0
 10/30  12:00:00,0,0,37.64949885,19.5357805,0,0,0,0
 10/30  13:00:00,0,0,13.20528363,23.14388687,0,0,0,0
 10/30  14:00:00,0,0,14.36969792,73.90680354,0,0,0,1
 10/30  15:00:00,3.794773713,0,3.280880589,150.587307,0,0,0,1
 10/30  16:00:00,17.50512768,0,0,97.29535229,0,0,0,1
 10/30  17:00:00,27.96485264,0,0,78.63983637,0,0,0,1
 10/30  18:00:00,19.97938565,0,0,41.54081339,0,0,0,0
 10/30  19:00:00,0,0,0,0,0,0,0,0
 10/30  20:00:00,0,0,0,0,0,0,0,0
 10/30  21:00:00,0,0,0,0,0,0,0,0
 10/30  22:00:00,0,0,0,0,0,0,0,0
 10/30  23:00:00,0,0,0,0,0,0,0,0
 10/30  24:00:00,0,0,0,0,0,0,0,0
 10/31  01:00:00,0,0,0,0,0,0,0,0
 10/31  02:00:00,0,0,0,0,0,0,0,0
 10/31  03:00:00,0,0,0,0,0,0,0,0
 10/31  04:00:00,0,0,0,0,0,0,0,0
 10/31  05:00:00,0,0,0,0,0,0,0,0
 10/31  06:00:00,0,0,0,0,0,0,0,0
 10/31  07:00:00,0,0.288774517,0.590596363,0,0,0,0,0
 10/31  08:00:00,0,4.890953191,15.01880463,0,0,0,0,0
 10/31  09:00:00,0,13.32522483,62.48655687,0,0,0,1,0
 10/31  10:00:00,0,0.540513857,6.300848976,0,0,0,0,0
 10/31  11:00:00,0,0,0,0,0,0,0,0
 10/31  12:00:00,0,0,8.409832414,6.880185863,0,0,0,0
 10/31  13:00:00,0,0,29.60043471,49.89582748,0,0,0,0
 10/31  14:00:00,0,0,11.83615629,54.98067198,0,0,0,1
 10/31  15:00:00,1.92859368,0,1.384013463,65.89882384,0,0,0,1
 10/31  16:00:00,18.383689,0,0,96.03745383,0,0,0,1
 10/31  17:00:00,37.94991058,0,0,108.784201,0,0,0,1
 10/31  18:00:00,8.574051394,0,0,18.20503698,0,0,0,0
 10/31  19:00:00,0,0,0,0,0,0,0,0
 10/31  20:00:00,0,0,0,0,0,0,0,0
 10/31  21:00:00,0,0,0,0,0,0,0,0
 10/31  22:00:00,0,0,0,0,0,0,0,0
 10/31  23:00:00,0,0,0,0,0,0,0,0
 10/31  24:00:00,0,0,0,0,0,0,0,0
 11/01  01:00:00,0,0,0,0,0,0,0,0
 11/01  02:00:00,0,0,0,0,0,0,0,0
 11/01  03:00:00,0,0,0,0,0,0,0,0
 11/01  04:00:00,0,0,0,0,0,0,0,0
 11/01  05:00:00,0,0,0,0,0,0,0,0
 11/01  06:00:00,0,0,0,0,0,0,0,0
 11/01  07:00:00,0,20.38878859,42.75671361,0,0,0,0,0
 11/01  08:00:00,0,88.27731077,242.1917439,0,0,1,1,0
 11/01  09:00:00,0,65.83165067,320.6117626,0,0,1,1,0
 11/01  10:00:00,0,10.04258765,316.0410278,6.935980014,0,0,1,0
 11/01  11:00:00,0,0,236.4550627,47.14011175,0,0,1,0
 11/01  12:00:00,0,0,83.69958105,53.5961887,0,0,1,1
 11/01  13:00:00,0,0,124.9491558,210.4459331,0,0,1,1
 11/01  14:00:00,0,0,52.59728578,241.784625,0,0,1,1
 11/01  15:00:00,5.332398402,0,5.103254205,209.35247,0,0,0,1
 11/01  16:00:00,38.78688405,0,0,205.9179628,0,0,0,1
 11/01  17:00:00,73.02165088,0,0,210.1210777,1,0,0,1
